FlowID,FlowDuration/s,SrcAddr,SrcPort,DstAddr,DstPort,Protocol,TxPackets,RxPackets,LostPackets,TxBytes,RxBytes,TxPacketRate/s,RxPacketRate/s,TxByteRate/s,RxByteRate/s,MeanDelay/s,MeanJitter/s,Throughput/Kbps,MeanPacketSize,PacketDropRate,AverageHopCount,label
54807,8.90294,192.168.0.8,9,192.168.0.39,9,UDP,80,72,8,6080,5472,8.9858,8.08722,682.921,614.629,0.044987,0.0172496,4.91703,76,0.1,0.0416667,Flooding Attack
54808,2.90564,192.168.0.10,9,192.168.0.20,9,UDP,30,30,0,2280,2280,10.3247,10.3247,784.68,784.68,0.0358855,0.0691161,6.27744,76,0,0.0666667,Flooding Attack
54809,28.9032,192.168.0.2,9,192.168.0.21,9,UDP,250,250,0,19000,19000,8.64955,8.64955,657.366,657.366,0.00416765,0.00287917,5.25893,76,0,0.008,Flooding Attack
54810,9.9234,192.168.0.3,9,192.168.0.43,9,UDP,80,80,0,6080,6080,8.06175,8.06175,612.693,612.693,0.0555088,0.026925,4.90154,76,0,0.1375,Flooding Attack
54811,41.9063,192.168.0.5,9,192.168.0.43,9,UDP,310,309,1,23560,23484,7.39746,7.3736,562.207,560.393,0.0129339,0.00928246,4.48315,76,0.00322581,0.0582524,Flooding Attack
54812,21.9051,192.168.0.8,9,192.168.0.14,9,UDP,190,190,0,14440,14440,8.67376,8.67376,659.206,659.206,0.00983328,0.00725792,5.27365,76,0,0.00526316,Flooding Attack
54813,13.9094,192.168.0.8,9,192.168.0.48,9,UDP,30,28,2,2280,2128,2.15681,2.01302,163.918,152.99,0.0557113,0.0341929,1.22392,76,0.0666667,0.0357143,Flooding Attack
54814,2.90998,192.168.0.9,9,192.168.0.24,9,UDP,30,29,1,2280,2204,10.3094,9.96571,783.511,757.394,0.0119752,0.00538336,6.05915,76,0.0333333,0.0689655,Flooding Attack
54815,21.9036,192.168.0.9,9,192.168.0.32,9,UDP,170,170,0,12920,12920,7.76127,7.76127,589.856,589.856,0.0190424,0.0106543,4.71885,76,0,0.117647,Flooding Attack
54816,2.80083,192.168.0.10,9,192.168.0.21,9,UDP,30,28,2,2280,2128,10.7111,9.99705,814.046,759.776,0.0196886,0.0127108,6.07821,76,0.0666667,0.214286,Flooding Attack
54817,79.9058,192.168.0.7,9,192.168.0.27,9,UDP,380,360,20,28880,27360,4.7556,4.5053,361.425,342.403,0.0166056,0.0136125,2.73922,76,0.0526316,0.0555556,Flooding Attack
54818,29.9041,192.168.0.8,9,192.168.0.20,9,UDP,250,250,0,19000,19000,8.36006,8.36006,635.365,635.365,0.00924572,0.00632745,5.08292,76,0,0.016,Flooding Attack
54819,17.9041,192.168.0.8,9,192.168.0.32,9,UDP,120,119,1,9120,9044,6.70239,6.64654,509.382,505.137,0.017456,0.011325,4.04109,76,0.00833333,0.0252101,Flooding Attack
54820,20.9035,192.168.0.9,9,192.168.0.21,9,UDP,160,159,1,12160,12084,7.65423,7.6064,581.722,578.086,0.0115784,0.00783058,4.62469,76,0.00625,0.0566038,Flooding Attack
54821,33.9034,192.168.0.9,9,192.168.0.20,9,UDP,280,275,5,21280,20900,8.25877,8.11129,627.666,616.458,0.0122362,0.0085728,4.93167,76,0.0178571,0.109091,Flooding Attack
54822,12.0202,192.168.0.4,9,192.168.0.32,9,UDP,130,1,129,9880,76,10.8152,0.0831936,821.953,6.32272,0.0201524,0,0.0505817,76,0.992308,3,Flooding Attack
54823,14.9122,192.168.0.8,9,192.168.0.21,9,UDP,110,108,2,8360,8208,7.3765,7.24238,560.614,550.421,0.00416686,0.00259843,4.40337,76,0.0181818,0.0185185,Flooding Attack
54824,21.9105,192.168.0.3,9,192.168.0.21,9,UDP,190,188,2,14440,14288,8.67166,8.58038,659.046,652.109,0.00472642,0.00282816,5.21687,76,0.0105263,0.0159574,Flooding Attack
54825,18.9029,192.168.0.3,9,192.168.0.32,9,UDP,170,167,3,12920,12692,8.99331,8.83461,683.492,671.43,0.00545104,0.00294079,5.37144,76,0.0176471,0.0359281,Flooding Attack
54826,3.90047,192.168.0.6,9,192.168.0.11,9,UDP,40,40,0,3040,3040,10.2552,10.2552,779.392,779.392,0.00222613,0.00242173,6.23514,76,0,0.05,Flooding Attack
54827,32.9112,192.168.0.1,9,192.168.0.14,9,UDP,310,307,3,23560,23332,9.41929,9.32813,715.866,708.938,0.0111306,0.0081534,5.6715,76,0.00967742,0.00651466,Flooding Attack
54828,29.9067,192.168.0.1,9,192.168.0.32,9,UDP,180,179,1,13680,13604,6.01871,5.98527,457.422,454.881,0.0229001,0.0180333,3.63905,76,0.00555556,0.0614525,Flooding Attack
54829,25.9034,192.168.0.2,9,192.168.0.20,9,UDP,170,170,0,12920,12920,6.56285,6.56285,498.777,498.777,0.00488045,0.00408333,3.99021,76,0,0.0294118,Flooding Attack
54830,31.9218,192.168.0.3,9,192.168.0.11,9,UDP,160,155,5,12160,11780,5.01225,4.85562,380.931,369.027,0.00415765,0.00517918,2.95222,76,0.03125,0.0322581,Flooding Attack
54831,22.902,192.168.0.3,9,192.168.0.14,9,UDP,180,178,2,13680,13528,7.85959,7.77226,597.329,590.692,0.00350803,0.00286156,4.72554,76,0.0111111,0,Flooding Attack
54832,27.9053,192.168.0.4,9,192.168.0.20,9,UDP,280,263,17,21280,19988,10.0339,9.42474,762.579,716.28,0.0248534,0.017757,5.73024,76,0.0607143,0.0874525,Flooding Attack
54833,34.9105,192.168.0.1,9,192.168.0.21,9,UDP,250,248,2,19000,18848,7.16116,7.10387,544.248,539.894,0.0152007,0.00981593,4.31915,76,0.008,0.016129,Flooding Attack
54834,4.11386,192.168.0.1,9,192.168.0.43,9,UDP,20,11,9,1520,836,4.86161,2.67389,369.482,203.215,0.447478,0.0842571,1.62572,76,0.45,1.90909,Flooding Attack
54835,30.922,192.168.0.3,9,192.168.0.20,9,UDP,200,199,1,15200,15124,6.46788,6.43554,491.559,489.101,0.00730797,0.00755134,3.91281,76,0.005,0.040201,Flooding Attack
54836,20.9069,192.168.0.3,9,192.168.0.39,9,UDP,90,88,2,6840,6688,4.30481,4.20915,327.165,319.895,0.0107047,0.00660417,2.55916,76,0.0222222,0.0340909,Flooding Attack
54837,21.9043,192.168.0.4,9,192.168.0.21,9,UDP,110,110,0,8360,8360,5.02184,5.02184,381.66,381.66,0.00488666,0.00372662,3.05328,76,0,0.0272727,Flooding Attack
54838,43.9135,192.168.0.5,9,192.168.0.38,9,UDP,350,342,8,26600,25992,7.97022,7.78804,605.736,591.891,0.0104437,0.0087711,4.73513,76,0.0228571,0.0116959,Flooding Attack
54839,30.9056,192.168.0.7,9,192.168.0.43,9,UDP,250,230,20,19000,17480,8.08916,7.44202,614.776,565.594,0.0335842,0.0133062,4.52475,76,0.08,0.00869565,Flooding Attack
54840,36.9066,192.168.0.4,9,192.168.0.17,9,UDP,120,110,10,9120,8360,3.25145,2.98049,247.11,226.518,0.00834344,0.0123885,1.81214,76,0.0833333,0.118182,Flooding Attack
54841,49.013,192.168.0.5,9,192.168.0.27,9,UDP,260,5,255,19760,380,5.30472,0.102014,403.159,7.75305,0.0225902,0.0111314,0.0620244,76,0.980769,2.2,Flooding Attack
54842,11.9056,192.168.0.8,9,192.168.0.17,9,UDP,30,25,5,2280,1900,2.51983,2.09986,191.507,159.589,0.00526313,0.00349873,1.27671,76,0.166667,0.08,Flooding Attack
54843,20.9007,192.168.0.8,9,192.168.0.18,9,UDP,90,89,1,6840,6764,4.30607,4.25822,327.261,323.625,0.02238,0.0293248,2.589,76,0.0111111,0.11236,Flooding Attack
54844,41.9086,192.168.0.1,9,192.168.0.11,9,UDP,350,337,13,26600,25612,8.35151,8.04131,634.714,611.139,0.00635286,0.0101826,4.88912,76,0.0371429,0.0830861,Flooding Attack
54845,37.9042,192.168.0.1,9,192.168.0.20,9,UDP,380,378,2,28880,28728,10.0253,9.97252,761.921,757.911,0.0180011,0.0113775,6.06329,76,0.00526316,0.026455,Flooding Attack
54846,60.0014,192.168.0.5,9,192.168.0.45,9,UDP,380,3,377,28880,228,6.33319,0.0499989,481.322,3.79991,0.0217311,0.0299331,0.0303993,76,0.992105,1.33333,Flooding Attack
54847,56.0088,192.168.0.7,9,192.168.0.50,9,UDP,350,13,337,26600,988,6.24902,0.232107,474.926,17.6401,0.00585195,0.00393389,0.141121,76,0.962857,1.15385,Flooding Attack
54848,31.902,192.168.0.3,9,192.168.0.17,9,UDP,130,130,0,9880,9880,4.07498,4.07498,309.698,309.698,0.00350261,0.00283018,2.47759,76,0,0.00769231,Flooding Attack
54849,70.9009,192.168.0.3,9,192.168.0.25,9,UDP,180,168,12,13680,12768,2.53875,2.3695,192.945,180.082,0.00278792,0.00226273,1.44066,76,0.0666667,0,Flooding Attack
54850,65.9034,192.168.0.7,9,192.168.0.44,9,UDP,300,283,17,22800,21508,4.55212,4.29417,345.961,326.357,0.00849063,0.00618875,2.61085,76,0.0566667,0.127208,Flooding Attack
54851,53.9047,192.168.0.7,9,192.168.0.39,9,UDP,530,521,9,40280,39596,9.83216,9.6652,747.244,734.555,0.0124318,0.00910371,5.87644,76,0.0169811,0.0172745,Flooding Attack
54852,33.9089,192.168.0.1,9,192.168.0.18,9,UDP,270,269,1,20520,20444,7.96251,7.93302,605.151,602.909,0.0182084,0.0191398,4.82327,76,0.0037037,0.141264,Flooding Attack
54853,71.9012,192.168.0.5,9,192.168.0.23,9,UDP,550,547,3,41800,41572,7.64939,7.60767,581.354,578.183,0.00353088,0.0024084,4.62546,76,0.00545455,0.0146252,Flooding Attack
54854,48.9038,192.168.0.5,9,192.168.0.39,9,UDP,430,407,23,32680,30932,8.79277,8.32246,668.251,632.507,0.0111628,0.00796441,5.06006,76,0.0534884,0.0761671,Flooding Attack
54855,44.8007,192.168.0.5,9,192.168.0.48,9,UDP,420,1,419,31920,76,9.37486,0.0223211,712.49,1.6964,0.000652512,0,0.0135712,76,0.997619,1,Flooding Attack
54856,74.901,192.168.0.5,9,192.168.0.50,9,UDP,360,347,13,27360,26372,4.80634,4.63278,365.282,352.091,0.0154779,0.00767278,2.81673,76,0.0361111,0.0979827,Flooding Attack
54857,56.9192,192.168.0.7,9,192.168.0.14,9,UDP,550,543,7,41800,41268,9.66282,9.53984,734.374,725.028,0.0225629,0.0120237,5.80022,76,0.0127273,0.0276243,Flooding Attack
54858,19.3076,192.168.0.1,9,192.168.0.17,9,UDP,140,2,138,10640,152,7.25103,0.103586,551.078,7.87255,0.00687332,0.000724367,0.0629804,76,0.985714,2,Flooding Attack
54859,59.9064,192.168.0.7,9,192.168.0.32,9,UDP,370,365,5,28120,27740,6.1763,6.09284,469.399,463.056,0.0178212,0.0174082,3.70445,76,0.0135135,0.0164384,Flooding Attack
54860,65.9454,192.168.0.5,9,192.168.0.32,9,UDP,370,363,7,28120,27588,5.6107,5.50456,426.414,418.346,0.00887825,0.00635577,3.34677,76,0.0189189,0.0275482,Flooding Attack
54861,59.9074,192.168.0.2,9,192.168.0.25,9,UDP,160,160,0,12160,12160,2.67079,2.67079,202.98,202.98,0.00689293,0.00857399,1.62384,76,0,0.09375,Flooding Attack
54862,101.9,192.168.0.5,9,192.168.0.21,9,UDP,910,893,17,69160,67868,8.93029,8.76346,678.702,666.023,0.00418957,0.0039585,5.32818,76,0.0186813,0.00671892,Flooding Attack
54863,56.9061,192.168.0.7,9,192.168.0.31,9,UDP,360,350,10,27360,26600,6.32621,6.15048,480.792,467.437,0.0108409,0.0047742,3.73949,76,0.0277778,0.00857143,Flooding Attack
54864,63.9177,192.168.0.7,9,192.168.0.11,9,UDP,550,535,15,41800,40660,8.60482,8.37014,653.966,636.131,0.0102038,0.00723797,5.08905,76,0.0272727,0.0934579,Flooding Attack
54865,35.014,192.168.0.7,9,192.168.0.20,9,UDP,580,2,578,44080,152,16.5648,0.0571201,1258.93,4.34113,0.00905245,0.00490361,0.034729,76,0.996552,2.5,Flooding Attack
54866,53.903,192.168.0.5,9,192.168.0.44,9,UDP,280,279,1,21280,21204,5.19452,5.17597,394.783,393.374,0.00782035,0.00637713,3.14699,76,0.00357143,0.0215054,Flooding Attack
54867,51.9027,192.168.0.5,9,192.168.0.14,9,UDP,500,497,3,38000,37772,9.63342,9.57561,732.14,727.747,0.00191399,0.00190331,5.82197,76,0.006,0.00402414,Flooding Attack
54868,56.9324,192.168.0.5,9,192.168.0.11,9,UDP,530,523,7,40280,39748,9.30928,9.18633,707.505,698.161,0.00119538,0.00126091,5.58529,76,0.0132075,0.0191205,Flooding Attack
54869,73.0099,192.168.0.5,9,192.168.0.20,9,UDP,520,4,516,39520,304,7.12232,0.0547871,541.296,4.16382,0.0150984,0.00762363,0.0333105,76,0.992308,2.5,Flooding Attack
54870,50.9051,192.168.0.5,9,192.168.0.31,9,UDP,350,340,10,26600,25840,6.87553,6.67909,522.541,507.611,0.00600075,0.00566944,4.06089,76,0.0285714,0.147059,Flooding Attack
54871,51.9031,192.168.0.6,9,192.168.0.42,9,UDP,470,460,10,35720,34960,9.05533,8.86267,688.205,673.563,0.0056756,0.00786946,5.3885,76,0.0212766,0.00434783,Flooding Attack
54872,62.9002,192.168.0.8,9,192.168.0.34,9,UDP,570,562,8,43320,42712,9.06197,8.93478,688.71,679.043,0.00142702,0.00111253,5.43235,76,0.0140351,0.0124555,Flooding Attack
54873,58.9023,192.168.0.6,9,192.168.0.35,9,UDP,420,419,1,31920,31844,7.13045,7.11347,541.914,540.624,0.00205934,0.00123263,4.32499,76,0.00238095,0.0405728,Flooding Attack
54874,59.9017,192.168.0.7,9,192.168.0.18,9,UDP,440,401,39,33440,30476,7.34537,6.69431,558.248,508.767,0.0295173,0.0150298,4.07014,76,0.0886364,0.0224439,Flooding Attack
54875,57.9045,192.168.0.8,9,192.168.0.42,9,UDP,430,414,16,32680,31464,7.42602,7.1497,564.377,543.377,0.00260672,0.00110698,4.34702,76,0.0372093,0.031401,Flooding Attack
54876,49.9008,192.168.0.4,9,192.168.0.25,9,UDP,170,169,1,12920,12844,3.40676,3.38672,258.914,257.391,0.00252236,0.00166984,2.05913,76,0.00588235,0.0177515,Flooding Attack
54877,80.0105,192.168.0.7,9,192.168.0.17,9,UDP,390,4,386,29640,304,4.87436,0.0499934,370.451,3.7995,0.010426,0.000923383,0.030396,76,0.989744,2.5,Flooding Attack
54878,43.9031,192.168.0.9,9,192.168.0.25,9,UDP,80,73,7,6080,5548,1.8222,1.66275,138.487,126.369,0.00342548,0.00276951,1.01095,76,0.0875,0,Flooding Attack
54879,2.90257,192.168.0.8,9,192.168.0.25,9,UDP,30,30,0,2280,2280,10.3357,10.3357,785.51,785.51,0.00167224,0.00102539,6.28408,76,0,0.0666667,Flooding Attack
54880,58.9024,192.168.0.8,9,192.168.0.35,9,UDP,390,388,2,29640,29488,6.62113,6.58717,503.206,500.625,0.00617045,0.00480975,4.005,76,0.00512821,0.0128866,Flooding Attack
54881,85.9004,192.168.0.5,9,192.168.0.17,9,UDP,420,418,2,31920,31768,4.88938,4.8661,371.593,369.824,0.00726763,0.00772478,2.95859,76,0.0047619,0.155502,Flooding Attack
54882,56.9004,192.168.0.9,9,192.168.0.34,9,UDP,540,540,0,41040,41040,9.49027,9.49027,721.261,721.261,0.0017425,0.00124508,5.77009,76,0,0.0037037,Flooding Attack
54883,59.9019,192.168.0.2,9,192.168.0.34,9,UDP,520,519,1,39520,39444,8.68086,8.66417,659.746,658.477,0.00458397,0.00453385,5.26781,76,0.00192308,0.0154143,Flooding Attack
54884,50.0147,192.168.0.3,9,192.168.0.34,9,UDP,490,1,489,37240,76,9.79712,0.0199941,744.581,1.51955,0.0146758,0,0.0121564,76,0.997959,2,Flooding Attack
54885,49.9035,192.168.0.2,9,192.168.0.42,9,UDP,370,370,0,28120,28120,7.4143,7.4143,563.487,563.487,0.00574259,0.00340702,4.5079,76,0,0.0297297,Flooding Attack
54886,49.902,192.168.0.3,9,192.168.0.42,9,UDP,370,360,10,28120,27360,7.41453,7.21414,563.504,548.274,0.00547803,0.00369836,4.38619,76,0.027027,0.0333333,Flooding Attack
54887,61.9002,192.168.0.4,9,192.168.0.34,9,UDP,550,550,0,41800,41800,8.88526,8.88526,675.28,675.28,0.00166682,0.00111267,5.40224,76,0,0.0181818,Flooding Attack
54888,50.9043,192.168.0.4,9,192.168.0.42,9,UDP,500,498,2,38000,37848,9.82235,9.78306,746.499,743.513,0.00371284,0.00269846,5.9481,76,0.004,0.00803213,Flooding Attack
54889,47.9013,192.168.0.9,9,192.168.0.42,9,UDP,430,430,0,32680,32680,8.97679,8.97679,682.236,682.236,0.00285758,0.00110177,5.45789,76,0,0.0162791,Flooding Attack
54890,70.9005,192.168.0.1,9,192.168.0.34,9,UDP,520,512,8,39520,38912,7.33422,7.22139,557.401,548.825,0.00872908,0.00644907,4.3906,76,0.0153846,0.0292969,Flooding Attack
54891,54.9013,192.168.0.2,9,192.168.0.35,9,UDP,400,398,2,30400,30248,7.2858,7.24937,553.721,550.952,0.00691603,0.007262,4.40762,76,0.005,0.00753769,Flooding Attack
54892,55.9012,192.168.0.3,9,192.168.0.35,9,UDP,410,408,2,31160,31008,7.33437,7.29859,557.412,554.693,0.00182928,0.00128522,4.43754,76,0.00487805,0.0122549,Flooding Attack
54893,33.9003,192.168.0.1,9,192.168.0.25,9,UDP,170,170,0,12920,12920,5.01471,5.01471,381.118,381.118,0.00195733,0.00194004,3.04894,76,0,0.0529412,Flooding Attack
54894,52.9046,192.168.0.4,9,192.168.0.35,9,UDP,480,480,0,36480,36480,9.07294,9.07294,689.543,689.543,0.00242339,0.00126715,5.51635,76,0,0.0145833,Flooding Attack
54895,49.906,192.168.0.9,9,192.168.0.35,9,UDP,450,449,1,34200,34124,9.01694,8.99691,685.288,683.765,0.00467958,0.00304886,5.47012,76,0.00222222,0.0445434,Flooding Attack
54896,64.9023,192.168.0.1,9,192.168.0.42,9,UDP,480,478,2,36480,36328,7.39574,7.36492,562.076,559.734,0.00291763,0.00135737,4.47787,76,0.00416667,0.0146444,Flooding Attack
54897,49.9041,192.168.0.1,9,192.168.0.35,9,UDP,430,430,0,32680,32680,8.61653,8.61653,654.857,654.857,0.00216578,0.00110284,5.23885,76,0,0.0139535,Flooding Attack
54898,69.9006,192.168.0.7,9,192.168.0.25,9,UDP,410,410,0,31160,31160,5.86547,5.86547,445.776,445.776,0.00507737,0.00269163,3.56621,76,0,0.0390244,Flooding Attack
54899,79.9001,192.168.0.5,9,192.168.0.25,9,UDP,570,569,1,43320,43244,7.13391,7.1214,542.177,541.226,0.00150393,0.000995775,4.32981,76,0.00175439,0.0140598,Flooding Attack
54900,55.6117,192.168.0.7,9,192.168.0.42,9,UDP,660,2,658,50160,152,11.868,0.0359636,901.968,2.73324,0.00945173,0.00227954,0.0218659,76,0.99697,2,Flooding Attack
54901,62.9003,192.168.0.7,9,192.168.0.34,9,UDP,390,390,0,29640,29640,6.20029,6.20029,471.222,471.222,0.000953449,0.000511645,3.76978,76,0,0.0179487,Flooding Attack
54902,88.9001,192.168.0.5,9,192.168.0.42,9,UDP,720,718,2,54720,54568,8.09898,8.07648,615.523,613.813,0.00122614,0.000374318,4.9105,76,0.00277778,0.00278552,Flooding Attack
54903,67.9003,192.168.0.5,9,192.168.0.35,9,UDP,590,590,0,44840,44840,8.68921,8.68921,660.38,660.38,0.00317237,0.00191781,5.28304,76,0,0.0101695,Flooding Attack
54904,54.9011,192.168.0.7,9,192.168.0.35,9,UDP,500,500,0,38000,38000,9.10728,9.10728,692.154,692.154,0.00122863,0.000586824,5.53723,76,0,0.01,Flooding Attack
54905,58.9001,192.168.0.5,9,192.168.0.34,9,UDP,450,449,1,34200,34124,7.64006,7.62308,580.644,579.354,0.000936479,0.000443259,4.63483,76,0.00222222,0.0200445,Flooding Attack
54906,3.90207,192.168.0.1,9,192.168.0.13,9,UDP,40,40,0,3040,3040,10.251,10.251,779.074,779.074,0.0101673,0.00829777,6.23259,76,0,0.175,Flooding Attack
54907,4.90393,192.168.0.1,9,192.168.0.22,9,UDP,50,49,1,3800,3724,10.1959,9.99199,774.889,759.391,0.02096,0.026241,6.07513,76,0.02,0.346939,Flooding Attack
54908,29.9055,192.168.0.1,9,192.168.0.23,9,UDP,80,80,0,6080,6080,2.67509,2.67509,203.307,203.307,0.0128774,0.0135602,1.62646,76,0,0.0125,Flooding Attack
54909,26.9037,192.168.0.1,9,192.168.0.28,9,UDP,50,49,1,3800,3724,1.85848,1.82131,141.244,138.419,0.0138426,0.00816244,1.10735,76,0.02,0.142857,Flooding Attack
54910,18.9091,192.168.0.1,9,192.168.0.33,9,UDP,100,100,0,7600,7600,5.28847,5.28847,401.924,401.924,0.0100396,0.00499927,3.21539,76,0,0.01,Flooding Attack
54911,16.9075,192.168.0.1,9,192.168.0.38,9,UDP,140,139,1,10640,10564,8.28034,8.2212,629.306,624.811,0.00944772,0.00455399,4.99849,76,0.00714286,0,Flooding Attack
54912,39.9072,192.168.0.1,9,192.168.0.39,9,UDP,350,350,0,26600,26600,8.77035,8.77035,666.547,666.547,0.0149462,0.00887368,5.33237,76,0,0.0485714,Flooding Attack
54913,16.9086,192.168.0.1,9,192.168.0.45,9,UDP,50,50,0,3800,3800,2.95708,2.95708,224.738,224.738,0.0155069,0.00632091,1.7979,76,0,0,Flooding Attack
54914,37.9055,192.168.0.1,9,192.168.0.50,9,UDP,280,279,1,21280,21204,7.38679,7.36041,561.396,559.391,0.0135746,0.00667006,4.47513,76,0.00357143,0.0609319,Flooding Attack
54915,31.3026,192.168.0.2,9,192.168.0.11,9,UDP,140,9,131,10640,684,4.47248,0.287516,339.908,21.8513,0.0146658,0.0185429,0.17481,76,0.935714,1.44444,Flooding Attack
54916,25.9083,192.168.0.2,9,192.168.0.14,9,UDP,190,187,3,14440,14212,7.33357,7.21777,557.351,548.551,0.00363819,0.00343058,4.38841,76,0.0157895,0.0106952,Flooding Attack
54917,46.9057,192.168.0.2,9,192.168.0.18,9,UDP,290,284,6,22040,21584,6.18261,6.0547,469.879,460.157,0.0109922,0.0106099,3.68126,76,0.0206897,0.0633803,Flooding Attack
54918,14.9096,192.168.0.2,9,192.168.0.23,9,UDP,50,31,19,3800,2356,3.35354,2.07919,254.869,158.019,0.195777,0.0694956,1.26415,76,0.38,0,Flooding Attack
54919,23.9082,192.168.0.2,9,192.168.0.31,9,UDP,110,105,5,8360,7980,4.60093,4.3918,349.671,333.776,0.0077736,0.00518049,2.67021,76,0.0454545,0,Flooding Attack
54920,11.9054,192.168.0.2,9,192.168.0.38,9,UDP,60,47,13,4560,3572,5.03974,3.9478,383.021,300.033,0.0707611,0.0268275,2.40026,76,0.216667,0.0851064,Flooding Attack
54921,13.9083,192.168.0.2,9,192.168.0.39,9,UDP,90,81,9,6840,6156,6.47094,5.82385,491.791,442.612,0.0352298,0.0188416,3.5409,76,0.1,0.0123457,Flooding Attack
54922,14.9112,192.168.0.2,9,192.168.0.44,9,UDP,80,80,0,6080,6080,5.3651,5.3651,407.747,407.747,0.0122632,0.00738506,3.26198,76,0,0.025,Flooding Attack
54923,6.90609,192.168.0.2,9,192.168.0.45,9,UDP,70,62,8,5320,4712,10.136,8.97758,770.334,682.296,0.055477,0.0212501,5.45837,76,0.114286,0,Flooding Attack
54924,23.9085,192.168.0.2,9,192.168.0.48,9,UDP,160,160,0,12160,12160,6.69219,6.69219,508.606,508.606,0.011676,0.0102118,4.06885,76,0,0.00625,Flooding Attack
54925,24.9064,192.168.0.2,9,192.168.0.50,9,UDP,120,110,10,9120,8360,4.81805,4.41654,366.171,335.657,0.0307653,0.0160672,2.68526,76,0.0833333,0.0818182,Flooding Attack
54926,2.90319,192.168.0.3,9,192.168.0.23,9,UDP,30,29,1,2280,2204,10.3335,9.98901,785.343,759.165,0.00261505,0.00264148,6.07332,76,0.0333333,0,Flooding Attack
54927,13.9182,192.168.0.3,9,192.168.0.27,9,UDP,30,30,0,2280,2280,2.15546,2.15546,163.815,163.815,0.0253953,0.0357045,1.31052,76,0,0.0333333,Flooding Attack
54928,9.10176,192.168.0.3,9,192.168.0.31,9,UDP,90,2,88,6840,152,9.8882,0.219738,751.503,16.7001,0.0095723,0.00781632,0.133601,76,0.977778,1.5,Flooding Attack
54929,12.9107,192.168.0.3,9,192.168.0.36,9,UDP,30,29,1,2280,2204,2.32366,2.2462,176.598,170.711,0.0110266,0.00640054,1.36569,76,0.0333333,0.0344828,Flooding Attack
54930,14.9055,192.168.0.3,9,192.168.0.38,9,UDP,60,53,7,4560,4028,4.02536,3.55574,305.927,270.236,0.013442,0.00932544,2.16189,76,0.116667,0.0566038,Flooding Attack
54931,14.9061,192.168.0.3,9,192.168.0.44,9,UDP,80,80,0,6080,6080,5.36695,5.36695,407.888,407.888,0.0120998,0.00757933,3.2631,76,0,0,Flooding Attack
54932,8.90128,192.168.0.3,9,192.168.0.45,9,UDP,40,39,1,3040,2964,4.49373,4.38139,341.524,332.986,0.0114018,0.00614369,2.66389,76,0.025,0,Flooding Attack
54933,24.9066,192.168.0.3,9,192.168.0.50,9,UDP,80,60,20,6080,4560,3.212,2.409,244.112,183.084,0.0157361,0.00963999,1.46467,76,0.25,0.1,Flooding Attack
54934,37.9042,192.168.0.4,9,192.168.0.11,9,UDP,230,223,7,17480,16948,6.06793,5.88325,461.162,447.127,0.00304907,0.00308358,3.57702,76,0.0304348,0.0313901,Flooding Attack
54935,38.0012,192.168.0.4,9,192.168.0.18,9,UDP,210,10,200,15960,760,5.52614,0.263149,419.986,19.9994,0.0074506,0.00263998,0.159995,76,0.952381,1.9,Flooding Attack
54936,14.9046,192.168.0.4,9,192.168.0.23,9,UDP,30,30,0,2280,2280,2.01281,2.01281,152.973,152.973,0.0239943,0.0333673,1.22379,76,0,0.0333333,Flooding Attack
54937,26.0058,192.168.0.4,9,192.168.0.31,9,UDP,160,2,158,12160,152,6.15248,0.076906,467.588,5.84485,0.00582265,3.56E-05,0.0467588,76,0.9875,1,Flooding Attack
54938,6.90098,192.168.0.4,9,192.168.0.33,9,UDP,70,70,0,5320,5320,10.1435,10.1435,770.905,770.905,0.00792162,0.00508702,6.16724,76,0,0,Flooding Attack
54939,11.9042,192.168.0.4,9,192.168.0.38,9,UDP,100,98,2,7600,7448,8.40041,8.2324,638.431,625.663,0.00726309,0.00430992,5.0053,76,0.02,0.0306122,Flooding Attack
54940,31.9033,192.168.0.4,9,192.168.0.39,9,UDP,240,235,5,18240,17860,7.52274,7.36601,571.728,559.817,0.00992168,0.00689452,4.47854,76,0.0208333,0.0212766,Flooding Attack
54941,26.9083,192.168.0.4,9,192.168.0.44,9,UDP,110,110,0,8360,8360,4.08795,4.08795,310.685,310.685,0.0135906,0.0139363,2.48548,76,0,0.0545455,Flooding Attack
54942,30.9021,192.168.0.4,9,192.168.0.50,9,UDP,280,261,19,21280,19836,9.06086,8.44602,688.625,641.897,0.0217173,0.0117353,5.13518,76,0.0678571,0.0114943,Flooding Attack
54943,31.9003,192.168.0.5,9,192.168.0.12,9,UDP,140,140,0,10640,10640,4.38867,4.38867,333.539,333.539,0.026288,0.0197705,2.66831,76,0,0.0214286,Flooding Attack
54944,40.9017,192.168.0.5,9,192.168.0.13,9,UDP,150,150,0,11400,11400,3.66733,3.66733,278.717,278.717,0.00191938,0.00242779,2.22974,76,0,0.0666667,Flooding Attack
54945,49.901,192.168.0.5,9,192.168.0.15,9,UDP,210,210,0,15960,15960,4.20834,4.20834,319.834,319.834,0.00705089,0.00588928,2.55867,76,0,0.0333333,Flooding Attack
54946,31.9029,192.168.0.5,9,192.168.0.16,9,UDP,210,200,10,15960,15200,6.58248,6.26903,500.268,476.446,0.0172724,0.0104792,3.81157,76,0.047619,0,Flooding Attack
